entity,base_mean_yes_margin,base_stem0
Mesarch,-23.25,-23.25
Monothalamic,-23.125,-23.125
Ingrate,-23.625,-23.625
Zongora,-22.875,-22.875
Chrosperma,-23.0,-23.0
Stereography,-23.25,-23.25
Costicartilage,-23.125,-23.125
Spadones,-23.0,-23.0
Pansophist,-23.5,-23.5
Carrocci,-23.25,-23.25
Tither,-23.125,-23.125
Disthrone,-23.5,-23.5
Aptnesses,-23.0,-23.0
Pyopoietic,-23.0,-23.0
Lungworm,-23.125,-23.125
Togger,-23.25,-23.25
Haveage,-23.0,-23.0
Noneugenical,-23.25,-23.25
Velarize,-23.375,-23.375
Blenniid,-22.875,-22.875
Redarken,-23.125,-23.125
Taffia,-23.25,-23.25
Mirepoix,-22.75,-22.75
Taunters,-23.75,-23.75
Caccias,-23.125,-23.125
Epistlers,-23.125,-23.125
Batteuse,-22.875,-22.875
Semiclose,-23.375,-23.375
Chough,-22.875,-22.875
Emirates,-22.75,-22.75
Kindlier,-23.375,-23.375
Underfall,-23.125,-23.125
Millpost,-23.125,-23.125
Ceroline,-22.75,-22.75
Subsecretaries,-23.75,-23.75
Jamlike,-23.0,-23.0
Beryllosis,-23.0,-23.0
Wallful,-23.125,-23.125
Unfrees,-23.25,-23.25
Decream,-23.625,-23.625
Stercoraceous,-22.75,-22.75
Knapbottle,-23.0,-23.0
Treponemiasis,-23.125,-23.125
Glossatorial,-22.875,-22.875
Vaccinias,-22.625,-22.625
Alternity,-23.25,-23.25
Indicia,-23.25,-23.25
Araucano,-23.5,-23.5
Homoiousia,-23.375,-23.375
Mercify,-23.5,-23.5
Heists,-23.125,-23.125
Dialog,-23.375,-23.375
Hildebrandism,-23.625,-23.625
Barret,-22.625,-22.625
Hellholes,-22.5,-22.5
Deificatory,-23.5,-23.5
Ambisinister,-23.375,-23.375
Fluoridize,-23.0,-23.0
Vaginicoline,-23.125,-23.125
Birdfarms,-22.75,-22.75
Supersafe,-23.625,-23.625
Refrigerative,-23.25,-23.25
Ploughshoe,-23.125,-23.125
Galvanist,-23.0,-23.0
Slotbacks,-23.0,-23.0
Cephaline,-23.0,-23.0
Carolina,-22.875,-22.875
Animus,-22.375,-22.375
Erbium,-23.5,-23.5
Unpenitential,-23.75,-23.75
Subnotational,-23.5,-23.5
Lipoblastoma,-23.25,-23.25
Quaggiest,-22.875,-22.875
Subsensuous,-23.25,-23.25
Cartouches,-23.625,-23.625
Scutch,-22.5,-22.5
Raunge,-23.125,-23.125
Lifeward,-23.0,-23.0
Kieserite,-23.5,-23.5
Pearmain,-23.125,-23.125
Acetamidine,-22.875,-22.875
Underkingdom,-23.125,-23.125
Bannerfish,-23.0,-23.0
Airiferous,-23.5,-23.5
Doubts,-23.125,-23.125
Dadupanthi,-22.75,-22.75
Sulfureous,-23.25,-23.25
Chamade,-23.125,-23.125
Nitrator,-23.25,-23.25
Vingtieme,-23.0,-23.0
Retrovision,-23.125,-23.125
Paratomium,-23.375,-23.375
Monoxime,-23.375,-23.375
Interborough,-22.875,-22.875
Bowsie,-23.375,-23.375
Shofars,-23.0,-23.0
Dicyanide,-23.375,-23.375
Extreat,-23.5,-23.5
Burgages,-23.0,-23.0
Apaesthesia,-23.125,-23.125
Didromy,-23.0,-23.0
Innate,-23.0,-23.0
Pylethrombosis,-22.5,-22.5
Snecks,-22.75,-22.75
Perigenital,-23.125,-23.125
Lamentory,-23.375,-23.375
Assentient,-22.625,-22.625
Bovids,-22.75,-22.75
Sunnyasse,-23.125,-23.125
Underdraft,-23.375,-23.375
Mellific,-22.625,-22.625
Ownership,-23.75,-23.75
Muscarine,-23.375,-23.375
Agastric,-23.25,-23.25
Physiatrics,-22.875,-22.875
Myomorphic,-23.25,-23.25
Onondaga,-23.0,-23.0
Diphenyls,-23.0,-23.0
Remargin,-23.125,-23.125
Cazimi,-23.375,-23.375
Ethmolachrymal,-23.0,-23.0
Inventress,-23.375,-23.375
Abnormalise,-23.375,-23.375
Pawnbroker,-22.875,-22.875
Goniotropous,-22.875,-22.875
Dimmer,-23.75,-23.75
Odontotormae,-23.125,-23.125
Inexpensive,-23.0,-23.0
Condemnatory,-23.375,-23.375
Practicianism,-23.375,-23.375
Predeposit,-23.375,-23.375
Becalms,-23.125,-23.125
Moldwarp,-22.375,-22.375
Grundyist,-23.0,-23.0
Augmentor,-23.125,-23.125
Whippertail,-22.625,-22.625
Monoflagellate,-23.25,-23.25
Nepouite,-23.25,-23.25
Metranemia,-23.0,-23.0
Syriacism,-23.625,-23.625
Metronomical,-23.5,-23.5
Nonembryonal,-23.375,-23.375
Albatrosses,-22.75,-22.75
Hypophyseal,-23.125,-23.125
Tittivator,-23.0,-23.0
Limeless,-22.875,-22.875
Antidemocracy,-23.625,-23.625
Phousdar,-23.375,-23.375
Hinderlins,-23.125,-23.125
Hector,-22.625,-22.625
Dollhouse,-22.875,-22.875
Sarcoadenoma,-23.0,-23.0
Agamist,-23.0,-23.0
Graunt,-23.125,-23.125
Skilfish,-23.25,-23.25
Auditual,-23.0,-23.0
Gilliflower,-22.5,-22.5
Dinitrile,-23.25,-23.25
Ringgit,-23.25,-23.25
Polytopical,-23.125,-23.125
Phalanges,-23.25,-23.25
Bloomage,-23.0,-23.0
Shacklebone,-22.875,-22.875
Oscillometer,-23.25,-23.25
Rolamites,-23.375,-23.375
Scovel,-22.375,-22.375
Fuseboard,-23.375,-23.375
Capitasti,-23.0,-23.0
Antikinase,-23.375,-23.375
Gombay,-23.125,-23.125
Neutrophile,-23.25,-23.25
Gastrotricha,-22.0,-22.0
Standup,-23.375,-23.375
Pyromellitic,-23.125,-23.125
Coalsack,-23.0,-23.0
Subpools,-23.5,-23.5
Sideshake,-23.375,-23.375
Protension,-23.375,-23.375
Lenaeus,-22.5,-22.5
Quadrennia,-23.0,-23.0
Lotuslike,-23.375,-23.375
Philotherian,-23.5,-23.5
Columbines,-22.5,-22.5
Squillitic,-23.375,-23.375
Carate,-23.25,-23.25
Assigns,-22.875,-22.875
Reheal,-23.0,-23.0
Shoggie,-22.75,-22.75
Volost,-23.125,-23.125
Lancelets,-22.0,-22.0
Angiopressure,-23.25,-23.25
Eurasian,-23.375,-23.375
Counterparadox,-23.25,-23.25
Antienthusiast,-23.625,-23.625
Slivery,-23.5,-23.5
Cosmosophy,-23.25,-23.25
Trichinous,-23.25,-23.25
Anthomedusan,-23.0,-23.0
Flavours,-22.75,-22.75
Vasospasm,-23.375,-23.375
Fictionize,-23.25,-23.25
Myonema,-23.5,-23.5
Hopple,-23.125,-23.125
Steelhead,-22.875,-22.875
Neolalia,-23.125,-23.125
Lissotrichy,-23.125,-23.125
Doings,-23.0,-23.0
Angelolatry,-23.625,-23.625
Schnitz,-22.625,-22.625
Plasmolysis,-23.125,-23.125
Constances,-23.5,-23.5
Equiarticulate,-23.5,-23.5
Gratias,-23.0,-23.0
Thelion,-23.25,-23.25
Syllabe,-23.5,-23.5
Apandry,-23.375,-23.375
Thyreoid,-22.875,-22.875
Polyonomy,-23.375,-23.375
Furciform,-23.125,-23.125
Emperil,-23.25,-23.25
Cabook,-23.25,-23.25
Sorbian,-23.5,-23.5
Handlooms,-23.125,-23.125
Jageer,-23.125,-23.125
Trisyllabical,-23.0,-23.0
Houndsbane,-22.5,-22.5
Salesmanship,-23.0,-23.0
Jigaboos,-23.25,-23.25
Tungstosilicic,-22.5,-22.5
Winegrower,-23.125,-23.125
Hymenopter,-23.25,-23.25
Gauzelike,-23.375,-23.375
Concipiency,-23.625,-23.625
Meager,-22.625,-22.625
Pullicat,-23.0,-23.0
Mediumism,-23.375,-23.375
Hammam,-23.125,-23.125
Unvicious,-23.5,-23.5
Solidus,-23.0,-23.0
Mispassion,-23.625,-23.625
Effuse,-23.375,-23.375
Spadefish,-22.625,-22.625
Basiphobia,-23.5,-23.5
Retromingent,-23.5,-23.5
Interjaculate,-23.125,-23.125
Bangtails,-23.875,-23.875
Yorker,-23.0,-23.0
Palmus,-22.875,-22.875
Stratojet,-23.0,-23.0
Collectivize,-23.75,-23.75
Neurones,-23.0,-23.0
Eurodollar,-23.375,-23.375
Forbore,-23.375,-23.375
Blenniiform,-22.75,-22.75
Barbra,-22.625,-22.625
Fretsaws,-22.75,-22.75
Postauditory,-23.5,-23.5
Excambion,-23.5,-23.5
Fedifragous,-23.625,-23.625
Keelhale,-22.875,-22.875
Palpulus,-23.25,-23.25
Relativistic,-23.25,-23.25
Interrenalism,-23.375,-23.375
Circaetus,-22.75,-22.75
Psychorealist,-23.375,-23.375
Kalamian,-23.0,-23.0
Godmotherhood,-23.875,-23.875
Keraunophone,-22.875,-22.875
Anthropoidal,-23.125,-23.125
Retrim,-23.5,-23.5
Tillman,-22.5,-22.5
Unhabituate,-23.125,-23.125
Goneoclinic,-23.125,-23.125
Pawnors,-23.125,-23.125
Isotrimorphous,-23.375,-23.375
Encephalosis,-23.375,-23.375
Pilosine,-23.0,-23.0
Slovak,-22.625,-22.625
Warrty,-22.875,-22.875
Arythmias,-22.5,-22.5
Bacterioidal,-23.25,-23.25
Prelect,-23.375,-23.375
Pictographic,-23.375,-23.375
Yellowman,-23.375,-23.375
Guttee,-23.5,-23.5
Millimicron,-23.375,-23.375
Spacewoman,-22.875,-22.875
Sawsharper,-22.625,-22.625
Prodigy,-23.0,-23.0
Choriocele,-23.125,-23.125
Wheretill,-22.875,-22.875
Ampelidaceae,-22.75,-22.75
Caulicule,-22.875,-22.875
Tanneries,-23.25,-23.25
Paralogism,-24.0,-24.0
Problematic,-23.25,-23.25
Sylvate,-22.625,-22.625
Jaspagate,-23.375,-23.375
Anauxite,-22.625,-22.625
Caiman,-23.5,-23.5
Aubrieta,-22.5,-22.5
Diamondize,-23.375,-23.375
Sickener,-23.25,-23.25
Plagianthus,-23.5,-23.5
Halifax,-22.5,-22.5
Guitar,-22.75,-22.75
Hickish,-22.875,-22.875
Wavelet,-23.125,-23.125
Oblata,-22.875,-22.875
Ampulliform,-23.25,-23.25
Pantofles,-22.75,-22.75
Chelem,-23.0,-23.0
Proctodeum,-23.125,-23.125
Kinsman,-23.0,-23.0
Waterbrose,-22.75,-22.75
Haulages,-23.25,-23.25
Headreach,-22.875,-22.875
Kalathoi,-23.125,-23.125
Semicitizen,-23.125,-23.125
Balatas,-23.25,-23.25
Omnipotent,-23.25,-23.25
Carotenoid,-23.375,-23.375
Morencite,-23.25,-23.25
Halteres,-22.875,-22.875
Hooven,-23.5,-23.5
Flajolotite,-23.0,-23.0
Plighters,-23.5,-23.5
Enmeshments,-23.625,-23.625
Dissocialize,-23.5,-23.5
Worriecow,-22.875,-22.875
Brassie,-22.625,-22.625
Alogism,-23.375,-23.375
Romipetal,-23.0,-23.0
Conatural,-23.5,-23.5
Melanics,-23.625,-23.625
Misdesire,-23.75,-23.75
Hingers,-22.875,-22.875
Uninuclear,-23.625,-23.625
Nontheoretical,-23.25,-23.25
Broomwood,-23.0,-23.0
Duodenum,-23.375,-23.375
Shillelah,-23.0,-23.0
Dublin,-22.875,-22.875
Rantism,-24.0,-24.0
Keyster,-22.875,-22.875
Customizer,-23.75,-23.75
Pashaship,-23.375,-23.375
Epitrichium,-23.375,-23.375
Puritanizer,-23.625,-23.625
Unneural,-23.375,-23.375
Mareschal,-23.625,-23.625
Cotillon,-22.375,-22.375
Bursters,-23.25,-23.25
Carcinophagous,-23.125,-23.125
Technonomic,-23.25,-23.25
Backboards,-23.0,-23.0
Koeksotenok,-22.875,-22.875
Clinoprism,-23.375,-23.375
Ultralenient,-23.5,-23.5
Reenter,-23.25,-23.25
Karpas,-23.375,-23.375
Begiggle,-23.0,-23.0
Squacco,-23.875,-23.875
Propacifist,-23.875,-23.875
Zwinglianism,-23.75,-23.75
Tackleless,-23.375,-23.375
Foiler,-23.5,-23.5
Precursors,-22.75,-22.75
Glaires,-22.75,-22.75
Recock,-23.25,-23.25
Ataxiagram,-23.5,-23.5
Nomadism,-23.75,-23.75
Negqtiator,-23.0,-23.0
Estrade,-23.125,-23.125
Trophobiosis,-23.375,-23.375
Extensor,-23.625,-23.625
Tautegory,-23.375,-23.375
Chytrid,-22.625,-22.625
Redelivery,-23.5,-23.5
Recodifies,-23.0,-23.0
Uranalysis,-23.25,-23.25
Rabble,-23.125,-23.125
Piddock,-23.0,-23.0
Clubhands,-22.625,-22.625
Snapwood,-23.125,-23.125
Guelph,-23.5,-23.5
Micrandrous,-22.625,-22.625
Deguelin,-23.625,-23.625
Bunglings,-23.25,-23.25
Counter,-23.375,-23.375
Smallnesses,-23.5,-23.5
Caruncular,-23.375,-23.375
Diatessaron,-23.25,-23.25
Sleighs,-22.875,-22.875
Mastiffs,-22.25,-22.25
Alphosises,-22.75,-22.75
Guajira,-22.625,-22.625
