entity,base_mean_yes_margin,base_stem0
Icefish,-23.25,-23.25
Omentorrhaphy,-22.75,-22.75
Diadumenus,-23.25,-23.25
Lawless,-23.75,-23.75
Squirm,-23.125,-23.125
Dayward,-23.25,-23.25
Epikeia,-22.875,-22.875
Hesitaters,-23.125,-23.125
Togate,-23.625,-23.625
Overhumanity,-23.5,-23.5
Euphemise,-23.25,-23.25
Myodiastasis,-23.25,-23.25
Dopinesses,-23.5,-23.5
Trastevere,-22.875,-22.875
Zygomaticum,-23.0,-23.0
Panicful,-23.0,-23.0
Gynophore,-23.125,-23.125
Theolatrous,-22.625,-22.625
Trimeric,-23.5,-23.5
Sparidae,-22.875,-22.875
Czardases,-22.875,-22.875
Embright,-23.125,-23.125
Contentless,-23.0,-23.0
Anthranil,-23.375,-23.375
Mediatrice,-23.0,-23.0
Ultrachurchism,-23.5,-23.5
Behaviour,-23.125,-23.125
Planetesimals,-22.75,-22.75
Fluoroscope,-23.0,-23.0
Limericks,-23.25,-23.25
Subphylar,-23.25,-23.25
Alphatoluic,-22.875,-22.875
Pyjama,-23.125,-23.125
Lustrant,-23.25,-23.25
Nonmanneristic,-23.125,-23.125
Orchester,-23.0,-23.0
Fratricidal,-23.125,-23.125
Perviability,-23.5,-23.5
Speciality,-22.875,-22.875
Alnagership,-22.75,-22.75
Gordon,-22.625,-22.625
Cramps,-23.25,-23.25
Reagin,-23.125,-23.125
Ossiculotomy,-23.0,-23.0
Belostomidae,-22.5,-22.5
Flatnose,-23.375,-23.375
Quomodo,-23.125,-23.125
Despume,-23.375,-23.375
Hydrochlorid,-23.0,-23.0
Arthropathy,-23.0,-23.0
Alogian,-22.875,-22.875
Explicate,-23.625,-23.625
Unbendsome,-23.25,-23.25
Mononchus,-23.0,-23.0
Congenerical,-23.625,-23.625
Tauromorphous,-23.25,-23.25
Malleus,-23.5,-23.5
Garretmaster,-22.625,-22.625
Federatist,-23.5,-23.5
Miarolitic,-23.375,-23.375
Iambographer,-23.125,-23.125
Intermessage,-23.5,-23.5
Livens,-23.5,-23.5
Carphophis,-22.75,-22.75
Hypostatise,-23.5,-23.5
Palaeograph,-23.25,-23.25
Unpeculiar,-23.25,-23.25
Tabularise,-23.125,-23.125
Neckar,-23.125,-23.125
Napoleonana,-23.0,-23.0
Therapeutist,-23.0,-23.0
Beryls,-23.125,-23.125
Saguerus,-22.75,-22.75
Democratizer,-23.375,-23.375
Janglers,-23.25,-23.25
Piecener,-23.25,-23.25
Gralloch,-23.125,-23.125
Distruss,-23.5,-23.5
Sibilatory,-23.375,-23.375
Pseudopodic,-23.125,-23.125
Quadrilogy,-23.25,-23.25
Molecule,-23.625,-23.625
Leipzig,-23.0,-23.0
Backblow,-23.25,-23.25
Popian,-23.125,-23.125
Gloryless,-23.375,-23.375
Doddypoll,-23.375,-23.375
Neurokeratin,-23.125,-23.125
Sunspotty,-23.375,-23.375
Bilabiate,-23.0,-23.0
Pyrenomycetes,-23.125,-23.125
Chemicodynamic,-23.25,-23.25
Alexin,-22.875,-22.875
Chamaecistus,-22.5,-22.5
Tribute,-23.25,-23.25
Mannitol,-23.0,-23.0
Poaceae,-23.0,-23.0
Aminobenzamide,-22.625,-22.625
Assailers,-23.625,-23.625
Grudgeons,-22.875,-22.875
Metafluidal,-23.125,-23.125
Impulsory,-23.75,-23.75
Rubbery,-22.875,-22.875
Redeliveries,-23.375,-23.375
Replicate,-23.25,-23.25
Enshawl,-22.75,-22.75
Telelectric,-23.375,-23.375
Vocalises,-23.0,-23.0
Statements,-23.125,-23.125
Ariste,-23.25,-23.25
Mauresque,-23.375,-23.375
Lustier,-23.125,-23.125
Bleats,-22.625,-22.625
Nonsymbolical,-23.5,-23.5
Inwritten,-22.75,-22.75
Singlings,-23.125,-23.125
Brecht,-23.125,-23.125
Aleyrodes,-23.125,-23.125
Outrake,-23.375,-23.375
Contraster,-23.5,-23.5
Semifeudal,-23.75,-23.75
Outblown,-23.25,-23.25
Gastrectasis,-23.25,-23.25
Postexist,-23.625,-23.625
Weismannism,-23.875,-23.875
Soleplate,-23.0,-23.0
Instaurate,-23.375,-23.375
Delirant,-23.625,-23.625
Hovercar,-22.625,-22.625
Ackees,-23.25,-23.25
Skijorer,-23.0,-23.0
Furnacer,-23.0,-23.0
Antralgia,-23.375,-23.375
Intransient,-23.375,-23.375
Sanseis,-22.75,-22.75
Tablina,-23.125,-23.125
Disputacity,-23.625,-23.625
Flyings,-23.25,-23.25
Anamorphoscope,-23.5,-23.5
Pomptine,-23.375,-23.375
Outsentry,-23.125,-23.125
Dinghies,-23.125,-23.125
Tetramerous,-23.125,-23.125
Considerance,-22.75,-22.75
Schneiderian,-23.0,-23.0
Pontist,-23.25,-23.25
Detergency,-23.5,-23.5
Caledonia,-22.625,-22.625
Arrester,-23.25,-23.25
Fantasmagoric,-22.875,-22.875
Beneficiaries,-23.5,-23.5
Niceish,-23.125,-23.125
Amphibalus,-22.875,-22.875
Geotical,-23.125,-23.125
Valvulotome,-22.75,-22.75
Encomia,-23.375,-23.375
Scliff,-23.25,-23.25
Phatic,-23.25,-23.25
Hydrophyton,-22.875,-22.875
Miosis,-23.125,-23.125
Caruage,-23.375,-23.375
Centavos,-23.375,-23.375
Maugis,-23.75,-23.75
Taxemes,-23.375,-23.375
Hologoninidia,-23.25,-23.25
Chacmas,-23.125,-23.125
Pentace,-23.25,-23.25
Clistocarp,-22.75,-22.75
Devance,-23.25,-23.25
Taradiddle,-22.5,-22.5
Squarecap,-23.125,-23.125
Hoghead,-22.75,-22.75
Antilepsis,-23.375,-23.375
Workouts,-23.0,-23.0
Upslant,-23.5,-23.5
Theurgic,-23.375,-23.375
Digynia,-23.375,-23.375
Titularies,-23.375,-23.375
Roggle,-22.625,-22.625
Riddles,-23.25,-23.25
Cynomorphic,-23.375,-23.375
Riggings,-22.75,-22.75
Entrepot,-23.5,-23.5
Betrays,-23.0,-23.0
Hemostat,-22.75,-22.75
Toorie,-22.875,-22.875
Presearch,-23.625,-23.625
Creamsacs,-23.0,-23.0
Harpists,-23.0,-23.0
Groser,-23.375,-23.375
Orrisroot,-22.75,-22.75
Allergy,-23.375,-23.375
Leudes,-22.875,-22.875
Obstancy,-23.375,-23.375
Assemblyman,-23.125,-23.125
Senescency,-23.5,-23.5
Collenchyme,-23.0,-23.0
Unmercurial,-23.5,-23.5
Prolicidal,-23.625,-23.625
Variancy,-23.5,-23.5
Camogie,-22.875,-22.875
Precordiality,-23.625,-23.625
Additum,-23.125,-23.125
Clypeastridea,-22.875,-22.875
Popeless,-22.75,-22.75
Orthron,-23.125,-23.125
Bulkiest,-23.0,-23.0
Jigger,-23.0,-23.0
Versiculus,-23.25,-23.25
Ovenpeel,-23.25,-23.25
Mostra,-23.375,-23.375
Sproutage,-23.25,-23.25
Overturn,-23.75,-23.75
Cyphellae,-23.375,-23.375
Donary,-23.25,-23.25
Overtaker,-23.5,-23.5
Transformist,-23.375,-23.375
Acromial,-23.125,-23.125
Bismer,-23.25,-23.25
Tolerationism,-23.875,-23.875
Interset,-23.375,-23.375
Homocerebrin,-23.375,-23.375
Polypterid,-22.75,-22.75
Bianisidine,-23.25,-23.25
Pugilist,-23.125,-23.125
Galbraithian,-23.375,-23.375
Indomethacin,-23.25,-23.25
Explicates,-23.625,-23.625
Stovepipe,-22.875,-22.875
Nicenian,-23.25,-23.25
Emraud,-23.0,-23.0
Ctenizid,-23.125,-23.125
Monovalence,-23.0,-23.0
Unambush,-23.375,-23.375
Cardiorrhexis,-22.75,-22.75
Acettoluide,-23.0,-23.0
Metalogic,-23.375,-23.375
Laundryowner,-22.5,-22.5
Deterrence,-23.125,-23.125
Sextan,-23.0,-23.0
Spurrey,-23.125,-23.125
Braises,-22.875,-22.875
Pereia,-22.875,-22.875
Supernumerary,-23.25,-23.25
Quienal,-23.0,-23.0
Latecomers,-23.375,-23.375
Immaturity,-23.625,-23.625
Scanian,-23.5,-23.5
Southeasters,-23.75,-23.75
Replume,-23.125,-23.125
Colpostat,-23.375,-23.375
Atrophic,-23.0,-23.0
Donsie,-23.0,-23.0
Shareown,-23.375,-23.375
Toxoglossa,-22.625,-22.625
Rainbowlike,-23.5,-23.5
Corniches,-23.125,-23.125
Uncompt,-23.25,-23.25
Tessera,-22.75,-22.75
Whalehead,-22.875,-22.875
Finnmark,-22.625,-22.625
Euripupi,-23.125,-23.125
Factful,-23.25,-23.25
Tsutsutsi,-23.375,-23.375
Oleomargarin,-22.75,-22.75
Subgenital,-23.375,-23.375
Tetrabrach,-23.0,-23.0
Pyrgocephalic,-23.125,-23.125
Dijudicate,-23.625,-23.625
Camshach,-23.375,-23.375
Melancholish,-23.25,-23.25
Skiech,-23.125,-23.125
Recognosce,-23.375,-23.375
Vesicocervical,-22.75,-22.75
Printscript,-23.5,-23.5
Isidae,-23.375,-23.375
Adward,-22.75,-22.75
Bacillogenous,-23.625,-23.625
Birlers,-23.125,-23.125
Skitters,-21.75,-21.75
Phthalocyanine,-23.5,-23.5
Contemper,-23.5,-23.5
Heteroptics,-23.25,-23.25
Pterygomalar,-22.875,-22.875
Kilograin,-22.875,-22.875
Mudlarker,-23.5,-23.5
Carnosin,-23.5,-23.5
Vilipend,-23.375,-23.375
Circaea,-22.75,-22.75
Overtops,-23.375,-23.375
Gustoes,-23.125,-23.125
Windill,-23.125,-23.125
Rontgens,-23.125,-23.125
Disports,-23.0,-23.0
Habdalahs,-23.375,-23.375
Beddings,-22.75,-22.75
Coastman,-23.25,-23.25
Breadthriders,-22.875,-22.875
Keraci,-23.25,-23.25
Hamidieh,-23.25,-23.25
Hennish,-23.25,-23.25
Archicerebra,-22.625,-22.625
Humors,-23.375,-23.375
Uteroplacental,-23.125,-23.125
Appositional,-23.25,-23.25
Thiazols,-23.625,-23.625
Catcher,-23.375,-23.375
Encomium,-23.25,-23.25
Scyphula,-23.0,-23.0
Spifflicate,-23.25,-23.25
Quirinca,-22.875,-22.875
Shiversome,-23.25,-23.25
Sextumvirate,-23.25,-23.25
Bathysphere,-22.125,-22.125
Archerfish,-23.0,-23.0
Swirrer,-23.375,-23.375
Stramineous,-23.125,-23.125
Combustious,-23.125,-23.125
Naegait,-23.375,-23.375
Geocronite,-23.125,-23.125
Sulphury,-23.375,-23.375
Ruthless,-22.875,-22.875
Superioress,-22.625,-22.625
Secess,-23.125,-23.125
Batsman,-22.875,-22.875
Chalybeous,-22.75,-22.75
Romancers,-23.25,-23.25
Rrhiza,-22.75,-22.75
Steepers,-22.875,-22.875
Overgrows,-23.375,-23.375
Dyscrase,-23.25,-23.25
Plastidule,-22.75,-22.75
Pedatipartite,-23.25,-23.25
Tokologies,-23.375,-23.375
Adiagnostic,-23.375,-23.375
Physeterinae,-23.0,-23.0
Lowermost,-23.125,-23.125
Busload,-23.125,-23.125
Phoenicean,-23.375,-23.375
Drizzles,-23.0,-23.0
Leiger,-22.875,-22.875
Polylithic,-23.5,-23.5
Talinum,-23.125,-23.125
Hlithskjalf,-22.125,-22.125
Epispinal,-23.125,-23.125
Alternativo,-23.125,-23.125
Precondemns,-23.375,-23.375
Atmolyses,-23.375,-23.375
Pizzles,-23.375,-23.375
Elephantoidal,-23.0,-23.0
Corticium,-23.25,-23.25
Turgencies,-23.25,-23.25
Dewdrop,-22.625,-22.625
Softback,-22.875,-22.875
Clausure,-23.375,-23.375
Visionless,-22.875,-22.875
Electronvolt,-23.375,-23.375
Goglets,-23.0,-23.0
Pharyngodynia,-23.0,-23.0
Resentments,-23.625,-23.625
Sculptures,-22.625,-22.625
Ensuer,-23.5,-23.5
Makars,-23.125,-23.125
Plicater,-23.375,-23.375
Antiodontalgic,-23.5,-23.5
Siglum,-23.75,-23.75
Connectors,-23.375,-23.375
Perforators,-23.625,-23.625
Sabbeka,-23.0,-23.0
Crapaudine,-22.875,-22.875
Corbicula,-23.25,-23.25
Palulus,-23.0,-23.0
Operetta,-23.125,-23.125
Conduces,-23.25,-23.25
Whigmaleeries,-22.875,-22.875
Featherdom,-23.5,-23.5
Preallies,-22.875,-22.875
Quizzery,-23.375,-23.375
Cedarn,-22.875,-22.875
Sublunate,-23.25,-23.25
Bentinck,-23.0,-23.0
Galanas,-23.625,-23.625
Interrena,-23.0,-23.0
Origanum,-23.125,-23.125
Connubiate,-23.125,-23.125
Isarithms,-23.25,-23.25
Myriad,-22.875,-22.875
Tidier,-23.0,-23.0
Freddy,-22.625,-22.625
Vavassors,-23.25,-23.25
Corner,-23.125,-23.125
Paludal,-23.0,-23.0
Nonliturgic,-23.375,-23.375
Repower,-23.25,-23.25
Laocoon,-23.125,-23.125
Goblinry,-22.875,-22.875
Tiburon,-23.0,-23.0
Spinulose,-23.125,-23.125
Poddle,-23.0,-23.0
Muttonfishes,-23.625,-23.625
Limosa,-23.0,-23.0
Hypnagogic,-23.125,-23.125
Noncash,-23.25,-23.25
Holochordate,-22.875,-22.875
Nitrify,-23.25,-23.25
Winnower,-23.0,-23.0
Aeviternal,-23.25,-23.25
Formicicide,-23.375,-23.375
Imputability,-23.75,-23.75
Greediest,-23.25,-23.25
Ballistician,-23.375,-23.375
Scraye,-22.875,-22.875
Perdendo,-23.25,-23.25
Xanthogenic,-23.0,-23.0
Malattress,-23.0,-23.0
Eastern,-23.125,-23.125
Nondefendant,-23.25,-23.25
Bodeful,-23.125,-23.125
Unfortunates,-23.5,-23.5
Brawlers,-22.75,-22.75
Apiphobia,-23.125,-23.125
Dynamists,-23.25,-23.25
Reprocess,-23.5,-23.5
Beflour,-22.75,-22.75
Lennow,-23.25,-23.25
Haggard,-23.375,-23.375
Pinckneya,-23.0,-23.0
Essayistic,-22.75,-22.75
Papingo,-23.25,-23.25
Subshell,-23.625,-23.625
Overhung,-23.5,-23.5
Snowshade,-23.25,-23.25
Tetrdra,-23.125,-23.125
Zamarro,-23.125,-23.125
Immoral,-23.25,-23.25
Hyades,-22.875,-22.875
Foreplay,-23.125,-23.125
Superhuman,-23.125,-23.125
Aquariia,-22.625,-22.625
Carole,-22.625,-22.625
Basters,-23.5,-23.5
Craspedotal,-22.875,-22.875
Shopbook,-23.125,-23.125
Backstrokes,-23.125,-23.125
Delimitate,-23.375,-23.375
Unsuperlative,-23.75,-23.75
Tintinnabulist,-23.0,-23.0
Tungsten,-23.375,-23.375
Solaces,-22.875,-22.875
Intertraffic,-23.0,-23.0
Firestone,-22.875,-22.875
Pimpery,-23.5,-23.5
Bottler,-23.0,-23.0
Explosions,-23.125,-23.125
Kyanizes,-23.5,-23.5
Undiabetic,-22.875,-22.875
Trochite,-23.625,-23.625
Fairways,-22.875,-22.875
Urostea,-23.0,-23.0
Epidermatous,-23.125,-23.125
Grahamism,-23.625,-23.625
Symptomical,-23.5,-23.5
Eubacteria,-23.375,-23.375
Rubidic,-23.0,-23.0
Undersole,-23.25,-23.25
Exoclinal,-23.375,-23.375
Pileolus,-23.125,-23.125
Polios,-23.5,-23.5
Articulability,-23.5,-23.5
Outrant,-23.375,-23.375
Modica,-23.75,-23.75
Housewrecker,-23.125,-23.125
Ultralogical,-23.125,-23.125
Armures,-23.375,-23.375
Peacockier,-22.625,-22.625
Compliancy,-23.125,-23.125
Ureases,-22.625,-22.625
Cantando,-23.0,-23.0
Saxophonists,-23.375,-23.375
Staniel,-22.75,-22.75
Galoshe,-22.875,-22.875
Hypostomous,-23.25,-23.25
Lintless,-23.25,-23.25
Uncledom,-23.875,-23.875
Seminuria,-23.375,-23.375
Outbrag,-23.375,-23.375
Nonexpansile,-23.625,-23.625
Chacun,-22.75,-22.75
Leafworm,-23.25,-23.25
Kaiser,-23.375,-23.375
Sphagnales,-22.875,-22.875
Wessexman,-22.875,-22.875
Plunderess,-23.25,-23.25
Havenward,-22.375,-22.375
Tabellion,-23.0,-23.0
Wormroots,-22.875,-22.875
Ferrovanadium,-23.0,-23.0
Teretiscapular,-22.75,-22.75
Metatarsale,-22.75,-22.75
Iridophore,-22.625,-22.625
Chorology,-23.5,-23.5
Uncontortive,-23.5,-23.5
Adenologaditis,-22.625,-22.625
Therian,-23.375,-23.375
Medievalism,-23.125,-23.125
Feedstock,-23.25,-23.25
Meroistic,-23.5,-23.5
Emydidae,-23.125,-23.125
Planosol,-23.0,-23.0
Plaister,-23.375,-23.375
Marlings,-22.875,-22.875
Heiferhood,-23.0,-23.0
Hittitology,-23.0,-23.0
Protonickel,-23.0,-23.0
Confidence,-23.5,-23.5
Anticyclolysis,-23.25,-23.25
Ataghan,-23.25,-23.25
Baccilla,-23.375,-23.375
Vanillins,-23.375,-23.375
Thistles,-22.625,-22.625
Lubric,-23.0,-23.0
Shaikh,-23.5,-23.5
Typiest,-23.0,-23.0
Rattraps,-23.125,-23.125
Renowner,-23.5,-23.5
Nadiral,-23.125,-23.125
Leathermaker,-22.875,-22.875
Latesome,-23.25,-23.25
Gyrohorizon,-23.25,-23.25
Knackwursts,-22.5,-22.5
Dipsacaceae,-22.875,-22.875
Eroteme,-23.25,-23.25
Langobard,-23.75,-23.75
Overpatriotism,-23.75,-23.75
Seawards,-23.25,-23.25
Ensilist,-23.625,-23.625
Unguents,-23.0,-23.0
Mantis,-23.25,-23.25
Hectogramme,-22.875,-22.875
Kronur,-23.0,-23.0
Amphiboline,-23.125,-23.125
Silage,-23.125,-23.125
Employe,-23.0,-23.0
Bawdries,-22.75,-22.75
Markswomen,-22.5,-22.5
Uncropt,-23.375,-23.375
Electioneerer,-23.125,-23.125
Pulton,-23.125,-23.125
Preopercle,-23.375,-23.375
Nonoptical,-23.25,-23.25
Ladylintywhite,-23.25,-23.25
Hashabi,-23.125,-23.125
Newspapers,-23.125,-23.125
Countersigns,-23.5,-23.5
Unpacific,-23.25,-23.25
Railside,-23.125,-23.125
Subtilism,-23.625,-23.625
Paradoctor,-23.375,-23.375
Drysalter,-23.5,-23.5
Jabberwocky,-22.375,-22.375
Loudest,-22.75,-22.75
Avirulent,-22.875,-22.875
Brides,-22.75,-22.75
Transborder,-23.25,-23.25
Wisdoms,-23.25,-23.25
Bemixt,-23.5,-23.5
Varnpliktige,-22.875,-22.875
Excaudate,-23.375,-23.375
Nonbeneficence,-23.25,-23.25
Fiddlerfishes,-21.875,-21.875
Carfloat,-22.875,-22.875
Carfax,-22.5,-22.5
Incisal,-23.125,-23.125
Foreguidance,-23.5,-23.5
Alnaschar,-22.375,-22.375
Generale,-23.25,-23.25
Avantage,-23.375,-23.375
Polyterpene,-23.125,-23.125
Embrowns,-22.625,-22.625
Housebroken,-23.0,-23.0
Hatlike,-23.375,-23.375
Strobic,-23.375,-23.375
Haploma,-23.25,-23.25
Semidiurnal,-23.125,-23.125
Messagery,-23.25,-23.25
Aglaonema,-22.625,-22.625
Supercilia,-23.625,-23.625
Jargonic,-23.0,-23.0
Schism,-23.125,-23.125
Parton,-22.625,-22.625
Bywork,-23.125,-23.125
Runouts,-23.125,-23.125
Satrapy,-23.0,-23.0
Becrusts,-22.875,-22.875
Boerhavia,-23.0,-23.0
Trackhound,-22.875,-22.875
Importuner,-23.875,-23.875
Lufberry,-23.375,-23.375
Alkoranic,-23.25,-23.25
Shivarees,-23.25,-23.25
Grouseward,-22.875,-22.875
Puddock,-23.125,-23.125
Weilang,-23.25,-23.25
Plethora,-22.625,-22.625
Hemifacial,-23.125,-23.125
Pontific,-23.125,-23.125
Caseolysis,-23.5,-23.5
Wholistic,-23.125,-23.125
Kurdish,-23.125,-23.125
Euphonism,-23.5,-23.5
Carthamus,-22.875,-22.875
Foresentence,-23.25,-23.25
Demesgnes,-23.25,-23.25
Wizardship,-22.875,-22.875
Glassblower,-23.25,-23.25
Caroba,-23.375,-23.375
Simlins,-22.875,-22.875
Whitefieldian,-23.375,-23.375
Bowerlike,-23.375,-23.375
Arabesquerie,-23.5,-23.5
Offset,-23.375,-23.375
Viewer,-23.5,-23.5
Diabasic,-23.625,-23.625
Transship,-23.5,-23.5
Homaloidal,-23.25,-23.25
Dearths,-23.375,-23.375
Benchers,-22.375,-22.375
Hippuritic,-22.75,-22.75
Dendrochirota,-22.5,-22.5
Schistosomus,-22.5,-22.5
Merton,-23.0,-23.0
Foreknow,-23.25,-23.25
Darters,-22.625,-22.625
Cephalom,-23.0,-23.0
Emulge,-23.5,-23.5
Lurers,-23.625,-23.625
Signalese,-23.25,-23.25
Pelves,-23.5,-23.5
Beauty,-23.0,-23.0
Inulase,-23.0,-23.0
Reintuitive,-23.25,-23.25
Pelagianizer,-23.375,-23.375
Dialysability,-23.125,-23.125
Prognosticates,-23.375,-23.375
Underjungle,-23.25,-23.25
Stormproof,-23.125,-23.125
Acinaciform,-23.25,-23.25
Samgarnebo,-22.75,-22.75
Estrogenicity,-23.5,-23.5
Hydroscopicity,-23.125,-23.125
Atlatl,-22.875,-22.875
Echoize,-23.125,-23.125
Monosporous,-23.25,-23.25
Dentoid,-23.125,-23.125
Nostrum,-23.25,-23.25
Emmove,-23.375,-23.375
Chapah,-23.0,-23.0
Nitrils,-23.0,-23.0
Philistinism,-23.625,-23.625
Triphyllous,-23.625,-23.625
Incommodity,-23.375,-23.375
Forsar,-22.625,-22.625
Passer,-23.25,-23.25
Surrejoin,-23.625,-23.625
Riffraff,-22.875,-22.875
Biplicate,-23.125,-23.125
Camlets,-23.0,-23.0
Zanies,-23.0,-23.0
Staumrels,-23.0,-23.0
Brulzie,-23.0,-23.0
Scalare,-23.25,-23.25
Missteers,-22.875,-22.875
Icefalls,-22.75,-22.75
Kthibh,-22.625,-22.625
Superessive,-23.375,-23.375
Stanzas,-23.25,-23.25
Ultravirus,-22.875,-22.875
Pedantic,-23.25,-23.25
Thumbnuts,-23.0,-23.0
Microtheos,-23.25,-23.25
Viburnic,-23.25,-23.25
Weaselfish,-23.125,-23.125
Infranatural,-23.25,-23.25
Rongeur,-23.25,-23.25
Novitial,-23.0,-23.0
Shakoes,-22.625,-22.625
Uranism,-23.625,-23.625
Strapwork,-23.0,-23.0
Microforms,-23.375,-23.375
Intermaxilla,-23.25,-23.25
Slammerkin,-23.25,-23.25
Ineffective,-23.0,-23.0
Hyaloids,-23.25,-23.25
Isomerase,-23.125,-23.125
Parthenogenic,-23.5,-23.5
Phosphates,-22.75,-22.75
Blennorrhagic,-23.375,-23.375
Upwrought,-23.125,-23.125
Kamansi,-23.0,-23.0
Chrysenic,-23.375,-23.375
Goldic,-23.125,-23.125
Teepee,-22.5,-22.5
Foxhound,-22.625,-22.625
Australorp,-22.625,-22.625
Polymathic,-23.375,-23.375
Sightless,-22.875,-22.875
Isopag,-23.125,-23.125
Triolein,-23.375,-23.375
Unelastic,-23.5,-23.5
Foredate,-23.375,-23.375
Stepladder,-23.5,-23.5
Lesses,-22.625,-22.625
Heracleidan,-23.125,-23.125
Dialkyl,-23.25,-23.25
Reencounters,-23.25,-23.25
Thrangity,-22.875,-22.875
Angioasthenia,-23.25,-23.25
Hysteromania,-23.5,-23.5
Sleepwaker,-23.0,-23.0
Alviducous,-23.125,-23.125
Elephas,-22.5,-22.5
Multipersonal,-23.25,-23.25
Shrift,-23.0,-23.0
Polydactylism,-23.0,-23.0
Stationery,-23.0,-23.0
Spinebone,-23.25,-23.25
Keyster,-22.875,-22.875
Tipcat,-23.125,-23.125
Abrege,-23.25,-23.25
Parentless,-22.75,-22.75
Retool,-23.25,-23.25
Jingoes,-23.625,-23.625
Nonhearer,-22.875,-22.875
Equality,-24.0,-24.0
Microgranitoid,-23.0,-23.0
Regilds,-23.125,-23.125
Vivipary,-22.875,-22.875
Joineries,-23.25,-23.25
Spiropentane,-22.875,-22.875
Eudemonia,-23.375,-23.375
Corvorant,-22.75,-22.75
Unschizoid,-23.375,-23.375
Usufructuary,-23.125,-23.125
Willowworm,-22.75,-22.75
Unintrusive,-23.25,-23.25
Sorrowproof,-23.0,-23.0
Unregenerative,-23.375,-23.375
Pleasers,-23.375,-23.375
Cheirosophy,-23.25,-23.25
Dorine,-22.375,-22.375
Desilvers,-23.375,-23.375
Swerve,-22.875,-22.875
Fluviatic,-23.125,-23.125
Diehard,-23.5,-23.5
Pirrauru,-22.875,-22.875
Auxiliar,-23.0,-23.0
Tirrit,-22.875,-22.875
Castellate,-23.0,-23.0
Cyclonite,-22.75,-22.75
Municipalism,-23.375,-23.375
Nonponderosity,-23.375,-23.375
Galactic,-22.5,-22.5
Hagship,-23.125,-23.125
Squirter,-23.5,-23.5
Supersex,-22.75,-22.75
Inhauls,-23.125,-23.125
Flounder,-22.75,-22.75
Goddam,-23.125,-23.125
Spadewise,-23.0,-23.0
Esophagospasm,-23.0,-23.0
Nonexcessive,-23.25,-23.25
Cycadaceae,-23.0,-23.0
Modester,-23.625,-23.625
Beyerite,-23.75,-23.75
Beneficience,-23.0,-23.0
Migrants,-23.25,-23.25
Viscidize,-23.625,-23.625
Analogon,-23.375,-23.375
Duplify,-23.125,-23.125
Turboelectric,-22.875,-22.875
Evangelistship,-23.625,-23.625
Singers,-23.75,-23.75
Adipogenous,-23.25,-23.25
Toxicopathic,-23.25,-23.25
Atmospherical,-23.0,-23.0
Downplays,-22.875,-22.875
Inscrutability,-23.625,-23.625
Counterpoison,-23.625,-23.625
Masaridinae,-23.375,-23.375
Falderals,-23.625,-23.625
Powderizer,-23.375,-23.375
Tmesis,-23.0,-23.0
Overcerebral,-23.25,-23.25
Agathodaemonic,-23.375,-23.375
Meditatist,-23.0,-23.0
Bankrupcy,-23.375,-23.375
Nigranilin,-23.125,-23.125
Foemanship,-23.125,-23.125
Superproduce,-23.375,-23.375
Clammish,-23.0,-23.0
Glyconean,-23.0,-23.0
Ceases,-23.0,-23.0
Nonspeaker,-23.5,-23.5
Synedrian,-23.0,-23.0
Whiffenpoof,-22.5,-22.5
Chrysler,-22.75,-22.75
Harbourless,-23.0,-23.0
Drouth,-23.125,-23.125
Unpromiscuous,-23.625,-23.625
Autotropic,-23.5,-23.5
Seventeen,-22.875,-22.875
Tenochtitlan,-22.625,-22.625
Officerism,-23.625,-23.625
Impurities,-23.5,-23.5
Fascines,-22.875,-22.875
Buccaneers,-22.375,-22.375
Jewbush,-23.0,-23.0
Buyers,-22.625,-22.625
Peaceful,-23.0,-23.0
Ebonises,-23.125,-23.125
Daemonurgist,-22.875,-22.875
Jamber,-23.25,-23.25
Midribs,-23.125,-23.125
Granulitize,-23.875,-23.875
Picnicky,-22.875,-22.875
Extravasate,-23.125,-23.125
Isochron,-23.0,-23.0
Footrace,-23.125,-23.125
Boffolas,-23.5,-23.5
Perithelia,-22.875,-22.875
Standardise,-23.625,-23.625
Superdanger,-23.25,-23.25
Underrealize,-23.5,-23.5
Monkeyflower,-22.75,-22.75
Polytrichia,-23.0,-23.0
Nobilities,-23.125,-23.125
Plowhead,-23.125,-23.125
Apostatizes,-23.75,-23.75
Lalang,-23.125,-23.125
Coexerts,-23.375,-23.375
Headskin,-23.0,-23.0
Chatelains,-22.875,-22.875
Alditol,-23.125,-23.125
Istoke,-23.0,-23.0
Splenoma,-23.375,-23.375
Stannel,-23.0,-23.0
Stasidion,-23.125,-23.125
Aichmophobia,-23.0,-23.0
Ideogramic,-23.625,-23.625
Wharfless,-23.25,-23.25
Valvulitis,-23.125,-23.125
Unmysterious,-23.5,-23.5
Jacktar,-23.0,-23.0
Escherichia,-22.5,-22.5
Gallivant,-23.0,-23.0
Tarsals,-23.0,-23.0
Pyruloid,-23.25,-23.25
Eccritic,-23.25,-23.25
Gramophonic,-23.0,-23.0
Arbalester,-22.875,-22.875
Transude,-23.5,-23.5
Illucidate,-23.625,-23.625
Fullterm,-23.0,-23.0
Uphale,-23.0,-23.0
Pentastichous,-23.375,-23.375
Responsories,-23.125,-23.125
Praiseproof,-23.375,-23.375
Cacesthesis,-23.625,-23.625
Skreegh,-22.75,-22.75
Skellat,-22.625,-22.625
Lunkheads,-23.5,-23.5
Furlan,-23.625,-23.625
