entity,org_mean_yes_margin,org_stem0
Geotical,-5.71875,-5.71875
Valvulotome,-5.46875,-5.46875
Encomia,-6.21875,-6.21875
Scliff,-5.59375,-5.59375
Phatic,-5.625,-5.625
Hydrophyton,-5.5,-5.5
Miosis,-5.96875,-5.96875
Caruage,-5.625,-5.625
Centavos,-6.09375,-6.09375
Maugis,-5.84375,-5.84375
Taxemes,-5.84375,-5.84375
Hologoninidia,-5.84375,-5.84375
Chacmas,-5.84375,-5.84375
Pentace,-5.59375,-5.59375
Clistocarp,-5.8125,-5.8125
Devance,-5.9375,-5.9375
Taradiddle,-5.71875,-5.71875
Squarecap,-5.84375,-5.84375
Hoghead,-4.96875,-4.96875
Antilepsis,-5.84375,-5.84375
Workouts,-5.84375,-5.84375
Upslant,-5.71875,-5.71875
Theurgic,-5.96875,-5.96875
Digynia,-5.625,-5.625
Titularies,-5.84375,-5.84375
Roggle,-5.46875,-5.46875
Riddles,-5.8125,-5.8125
Cynomorphic,-5.59375,-5.59375
Riggings,-5.59375,-5.59375
Entrepot,-5.625,-5.625
Betrays,-5.59375,-5.59375
Hemostat,-5.59375,-5.59375
Toorie,-5.8125,-5.8125
Presearch,-5.84375,-5.84375
Creamsacs,-5.6875,-5.6875
Harpists,-5.59375,-5.59375
Groser,-5.6875,-5.6875
Orrisroot,-5.59375,-5.59375
Allergy,-5.59375,-5.59375
Leudes,-5.96875,-5.96875
Obstancy,-5.84375,-5.84375
Assemblyman,-5.46875,-5.46875
Senescency,-5.84375,-5.84375
Collenchyme,-5.6875,-5.6875
Unmercurial,-5.71875,-5.71875
Prolicidal,-5.59375,-5.59375
Variancy,-5.59375,-5.59375
Camogie,-5.9375,-5.9375
Precordiality,-5.96875,-5.96875
Additum,-5.71875,-5.71875
Clypeastridea,-5.59375,-5.59375
Popeless,-5.71875,-5.71875
Orthron,-5.96875,-5.96875
Bulkiest,-5.59375,-5.59375
Jigger,-5.59375,-5.59375
Versiculus,-5.8125,-5.8125
Ovenpeel,-5.84375,-5.84375
Mostra,-6.21875,-6.21875
Sproutage,-6.0625,-6.0625
Overturn,-6.4375,-6.4375
Cyphellae,-5.71875,-5.71875
Donary,-5.84375,-5.84375
Overtaker,-5.46875,-5.46875
Transformist,-5.84375,-5.84375
Acromial,-5.625,-5.625
Bismer,-5.84375,-5.84375
Tolerationism,-5.84375,-5.84375
Interset,-5.71875,-5.71875
Homocerebrin,-5.46875,-5.46875
Polypterid,-5.625,-5.625
Bianisidine,-5.59375,-5.59375
Pugilist,-5.46875,-5.46875
Galbraithian,-5.84375,-5.84375
Indomethacin,-5.96875,-5.96875
Explicates,-5.96875,-5.96875
Stovepipe,-5.59375,-5.59375
Nicenian,-5.84375,-5.84375
Emraud,-5.59375,-5.59375
Ctenizid,-5.71875,-5.71875
Monovalence,-6.09375,-6.09375
Unambush,-5.8125,-5.8125
Cardiorrhexis,-5.71875,-5.71875
Acettoluide,-5.71875,-5.71875
Metalogic,-6.0625,-6.0625
Laundryowner,-5.375,-5.375
Deterrence,-6.21875,-6.21875
Sextan,-5.84375,-5.84375
Spurrey,-5.71875,-5.71875
Braises,-5.59375,-5.59375
Pereia,-5.71875,-5.71875
Supernumerary,-5.84375,-5.84375
Quienal,-5.71875,-5.71875
Latecomers,-6.09375,-6.09375
Immaturity,-5.84375,-5.84375
Scanian,-5.96875,-5.96875
Southeasters,-6.21875,-6.21875
Replume,-5.6875,-5.6875
Colpostat,-5.84375,-5.84375
Atrophic,-5.8125,-5.8125
Donsie,-5.84375,-5.84375
Shareown,-5.96875,-5.96875
Toxoglossa,-5.6875,-5.6875
Rainbowlike,-5.84375,-5.84375
Corniches,-5.71875,-5.71875
Uncompt,-5.59375,-5.59375
Tessera,-5.625,-5.625
Whalehead,-5.6875,-5.6875
Finnmark,-6.21875,-6.21875
Euripupi,-5.71875,-5.71875
Factful,-6.09375,-6.09375
Tsutsutsi,-6.09375,-6.09375
Oleomargarin,-5.6875,-5.6875
Subgenital,-5.75,-5.75
Tetrabrach,-5.71875,-5.71875
Pyrgocephalic,-5.59375,-5.59375
Dijudicate,-5.9375,-5.9375
Camshach,-5.6875,-5.6875
Melancholish,-5.46875,-5.46875
Skiech,-5.6875,-5.6875
Recognosce,-5.6875,-5.6875
Vesicocervical,-5.71875,-5.71875
Printscript,-5.71875,-5.71875
Isidae,-5.84375,-5.84375
Adward,-5.46875,-5.46875
Bacillogenous,-5.46875,-5.46875
Birlers,-5.96875,-5.96875
Skitters,-5.46875,-5.46875
Phthalocyanine,-5.71875,-5.71875
Contemper,-5.84375,-5.84375
Heteroptics,-5.9375,-5.9375
Pterygomalar,-5.9375,-5.9375
Kilograin,-5.71875,-5.71875
Mudlarker,-5.8125,-5.8125
Carnosin,-5.84375,-5.84375
Vilipend,-5.59375,-5.59375
Circaea,-5.71875,-5.71875
Overtops,-5.84375,-5.84375
Gustoes,-5.84375,-5.84375
Windill,-5.8125,-5.8125
Rontgens,-5.59375,-5.59375
Disports,-5.84375,-5.84375
Habdalahs,-5.96875,-5.96875
Beddings,-5.84375,-5.84375
Coastman,-5.84375,-5.84375
Breadthriders,-5.84375,-5.84375
Keraci,-5.8125,-5.8125
Hamidieh,-5.84375,-5.84375
Hennish,-5.84375,-5.84375
Archicerebra,-5.375,-5.375
Humors,-5.9375,-5.9375
Uteroplacental,-5.75,-5.75
Appositional,-5.6875,-5.6875
Thiazols,-5.9375,-5.9375
Catcher,-5.375,-5.375
Encomium,-5.84375,-5.84375
Scyphula,-5.71875,-5.71875
Spifflicate,-5.59375,-5.59375
Quirinca,-5.71875,-5.71875
Shiversome,-5.9375,-5.9375
Sextumvirate,-5.96875,-5.96875
Bathysphere,-5.25,-5.25
Archerfish,-5.46875,-5.46875
Swirrer,-5.59375,-5.59375
Stramineous,-5.8125,-5.8125
Combustious,-5.59375,-5.59375
Naegait,-5.71875,-5.71875
Geocronite,-5.71875,-5.71875
Sulphury,-5.59375,-5.59375
Ruthless,-5.59375,-5.59375
Superioress,-5.59375,-5.59375
Secess,-5.9375,-5.9375
Batsman,-5.96875,-5.96875
Chalybeous,-5.59375,-5.59375
Romancers,-5.375,-5.375
Rrhiza,-5.71875,-5.71875
Steepers,-5.71875,-5.71875
Overgrows,-5.84375,-5.84375
Dyscrase,-5.71875,-5.71875
Plastidule,-5.84375,-5.84375
Pedatipartite,-5.96875,-5.96875
Tokologies,-6.1875,-6.1875
Adiagnostic,-5.59375,-5.59375
Physeterinae,-5.84375,-5.84375
Lowermost,-5.625,-5.625
Busload,-5.71875,-5.71875
Phoenicean,-5.375,-5.375
Drizzles,-5.71875,-5.71875
Leiger,-5.84375,-5.84375
Polylithic,-5.8125,-5.8125
Talinum,-5.59375,-5.59375
Hlithskjalf,-5.59375,-5.59375
Epispinal,-5.59375,-5.59375
Alternativo,-6.09375,-6.09375
Precondemns,-5.71875,-5.71875
Atmolyses,-5.9375,-5.9375
Pizzles,-5.59375,-5.59375
Elephantoidal,-5.71875,-5.71875
Corticium,-5.625,-5.625
Turgencies,-5.59375,-5.59375
Dewdrop,-5.71875,-5.71875
Softback,-5.59375,-5.59375
Clausure,-5.8125,-5.8125
Visionless,-5.375,-5.375
Electronvolt,-5.96875,-5.96875
Goglets,-5.96875,-5.96875
Pharyngodynia,-5.71875,-5.71875
Resentments,-5.84375,-5.84375
Sculptures,-5.9375,-5.9375
Ensuer,-5.9375,-5.9375
Makars,-5.84375,-5.84375
Plicater,-5.71875,-5.71875
Antiodontalgic,-5.84375,-5.84375
Siglum,-5.71875,-5.71875
Connectors,-6.09375,-6.09375
Perforators,-5.84375,-5.84375
Sabbeka,-5.6875,-5.6875
Crapaudine,-5.375,-5.375
Corbicula,-5.84375,-5.84375
Palulus,-6.09375,-6.09375
Operetta,-5.71875,-5.71875
Conduces,-5.71875,-5.71875
Whigmaleeries,-5.375,-5.375
Featherdom,-5.9375,-5.9375
Preallies,-5.9375,-5.9375
Quizzery,-5.8125,-5.8125
Cedarn,-5.96875,-5.96875
Sublunate,-5.71875,-5.71875
Bentinck,-5.96875,-5.96875
Galanas,-6.3125,-6.3125
Interrena,-5.96875,-5.96875
Origanum,-5.84375,-5.84375
Connubiate,-6.09375,-6.09375
Isarithms,-5.96875,-5.96875
Myriad,-5.96875,-5.96875
Tidier,-5.8125,-5.8125
Freddy,-5.8125,-5.8125
Vavassors,-6.21875,-6.21875
Corner,-5.625,-5.625
Paludal,-5.71875,-5.71875
Nonliturgic,-5.71875,-5.71875
Repower,-5.96875,-5.96875
Laocoon,-5.84375,-5.84375
Goblinry,-5.46875,-5.46875
Tiburon,-5.75,-5.75
Spinulose,-5.75,-5.75
Poddle,-5.59375,-5.59375
Muttonfishes,-5.96875,-5.96875
Limosa,-5.59375,-5.59375
Hypnagogic,-5.59375,-5.59375
Noncash,-5.71875,-5.71875
Holochordate,-5.71875,-5.71875
Nitrify,-5.59375,-5.59375
Winnower,-5.46875,-5.46875
Aeviternal,-5.84375,-5.84375
Formicicide,-5.59375,-5.59375
Imputability,-6.3125,-6.3125
Greediest,-5.71875,-5.71875
Ballistician,-5.46875,-5.46875
Scraye,-5.46875,-5.46875
Perdendo,-5.84375,-5.84375
Xanthogenic,-5.96875,-5.96875
Malattress,-5.375,-5.375
Eastern,-5.84375,-5.84375
Nondefendant,-5.71875,-5.71875
Bodeful,-5.84375,-5.84375
Unfortunates,-5.8125,-5.8125
Brawlers,-5.71875,-5.71875
Apiphobia,-6.21875,-6.21875
Dynamists,-5.71875,-5.71875
Reprocess,-5.59375,-5.59375
Beflour,-5.8125,-5.8125
Lennow,-5.96875,-5.96875
Haggard,-5.59375,-5.59375
Pinckneya,-5.5,-5.5
Essayistic,-5.625,-5.625
Papingo,-5.84375,-5.84375
Subshell,-5.96875,-5.96875
Overhung,-6.09375,-6.09375
Snowshade,-5.8125,-5.8125
Tetrdra,-5.59375,-5.59375
Zamarro,-5.84375,-5.84375
Immoral,-5.5,-5.5
Hyades,-5.34375,-5.34375
Foreplay,-5.59375,-5.59375
Superhuman,-5.46875,-5.46875
Aquariia,-5.84375,-5.84375
Carole,-5.96875,-5.96875
Basters,-5.84375,-5.84375
Craspedotal,-5.59375,-5.59375
Shopbook,-5.625,-5.625
Backstrokes,-5.59375,-5.59375
Delimitate,-5.84375,-5.84375
Unsuperlative,-5.6875,-5.6875
Tintinnabulist,-5.34375,-5.34375
Tungsten,-5.71875,-5.71875
Solaces,-6.09375,-6.09375
Intertraffic,-5.9375,-5.9375
Firestone,-5.96875,-5.96875
Pimpery,-6.09375,-6.09375
Bottler,-5.8125,-5.8125
Explosions,-5.46875,-5.46875
Kyanizes,-5.96875,-5.96875
Undiabetic,-5.71875,-5.71875
Trochite,-5.625,-5.625
Fairways,-6.09375,-6.09375
Urostea,-5.84375,-5.84375
Epidermatous,-5.59375,-5.59375
Grahamism,-5.96875,-5.96875
Symptomical,-5.625,-5.625
Eubacteria,-5.6875,-5.6875
Rubidic,-5.71875,-5.71875
Undersole,-5.71875,-5.71875
Exoclinal,-5.6875,-5.6875
Pileolus,-5.84375,-5.84375
Polios,-6.09375,-6.09375
Articulability,-5.84375,-5.84375
Outrant,-5.59375,-5.59375
Modica,-6.09375,-6.09375
Housewrecker,-5.59375,-5.59375
Ultralogical,-5.84375,-5.84375
Armures,-5.96875,-5.96875
Peacockier,-5.8125,-5.8125
Compliancy,-5.96875,-5.96875
Ureases,-5.71875,-5.71875
Cantando,-5.9375,-5.9375
Saxophonists,-5.84375,-5.84375
Staniel,-5.8125,-5.8125
Galoshe,-5.8125,-5.8125
Hypostomous,-5.84375,-5.84375
Lintless,-6.09375,-6.09375
Uncledom,-6.1875,-6.1875
Seminuria,-5.71875,-5.71875
Outbrag,-5.84375,-5.84375
Nonexpansile,-5.5,-5.5
Chacun,-6.34375,-6.34375
Leafworm,-5.5,-5.5
Kaiser,-5.71875,-5.71875
Sphagnales,-5.71875,-5.71875
Wessexman,-5.5,-5.5
Plunderess,-5.46875,-5.46875
Havenward,-6.0625,-6.0625
Tabellion,-5.96875,-5.96875
Wormroots,-5.5,-5.5
Ferrovanadium,-5.71875,-5.71875
Teretiscapular,-5.71875,-5.71875
Metatarsale,-5.71875,-5.71875
Iridophore,-5.625,-5.625
Chorology,-5.84375,-5.84375
Uncontortive,-5.5,-5.5
Adenologaditis,-6.0625,-6.0625
Therian,-5.625,-5.625
Medievalism,-5.96875,-5.96875
Feedstock,-5.84375,-5.84375
Meroistic,-5.96875,-5.96875
Emydidae,-5.84375,-5.84375
Planosol,-5.96875,-5.96875
Plaister,-5.71875,-5.71875
Marlings,-5.96875,-5.96875
Heiferhood,-5.71875,-5.71875
Hittitology,-5.84375,-5.84375
Protonickel,-5.6875,-5.6875
Confidence,-5.9375,-5.9375
Anticyclolysis,-5.96875,-5.96875
Ataghan,-5.9375,-5.9375
Baccilla,-5.71875,-5.71875
Vanillins,-5.59375,-5.59375
Thistles,-5.84375,-5.84375
Lubric,-5.71875,-5.71875
Shaikh,-5.59375,-5.59375
Typiest,-5.84375,-5.84375
Rattraps,-5.59375,-5.59375
Renowner,-5.71875,-5.71875
Nadiral,-5.8125,-5.8125
Leathermaker,-5.71875,-5.71875
Latesome,-5.59375,-5.59375
Gyrohorizon,-5.84375,-5.84375
Knackwursts,-5.9375,-5.9375
Dipsacaceae,-5.84375,-5.84375
Eroteme,-5.59375,-5.59375
Langobard,-5.71875,-5.71875
Overpatriotism,-6.21875,-6.21875
Seawards,-5.8125,-5.8125
Ensilist,-5.71875,-5.71875
Unguents,-5.59375,-5.59375
Mantis,-5.71875,-5.71875
Hectogramme,-5.8125,-5.8125
Kronur,-5.9375,-5.9375
Amphiboline,-5.8125,-5.8125
Silage,-5.84375,-5.84375
Employe,-5.46875,-5.46875
Bawdries,-5.84375,-5.84375
Markswomen,-6.1875,-6.1875
Uncropt,-5.71875,-5.71875
Electioneerer,-5.59375,-5.59375
Pulton,-5.71875,-5.71875
Preopercle,-5.6875,-5.6875
Nonoptical,-5.59375,-5.59375
Ladylintywhite,-5.71875,-5.71875
Hashabi,-5.96875,-5.96875
Newspapers,-5.59375,-5.59375
Countersigns,-6.34375,-6.34375
Unpacific,-5.59375,-5.59375
Railside,-5.59375,-5.59375
Subtilism,-6.21875,-6.21875
Paradoctor,-5.84375,-5.84375
Drysalter,-5.9375,-5.9375
Jabberwocky,-5.46875,-5.46875
Loudest,-5.84375,-5.84375
Avirulent,-5.84375,-5.84375
Brides,-5.59375,-5.59375
Transborder,-6.0625,-6.0625
Wisdoms,-6.09375,-6.09375
Bemixt,-5.96875,-5.96875
Varnpliktige,-5.96875,-5.96875
Excaudate,-5.71875,-5.71875
Nonbeneficence,-5.71875,-5.71875
Fiddlerfishes,-5.71875,-5.71875
Carfloat,-5.71875,-5.71875
Carfax,-5.59375,-5.59375
Incisal,-5.71875,-5.71875
Foreguidance,-5.8125,-5.8125
Alnaschar,-5.96875,-5.96875
Generale,-5.8125,-5.8125
Avantage,-5.84375,-5.84375
Polyterpene,-5.5,-5.5
Embrowns,-5.46875,-5.46875
Housebroken,-5.71875,-5.71875
Hatlike,-6.0625,-6.0625
Strobic,-5.71875,-5.71875
Haploma,-5.8125,-5.8125
Semidiurnal,-5.46875,-5.46875
Messagery,-5.625,-5.625
Aglaonema,-5.6875,-5.6875
Supercilia,-5.84375,-5.84375
Jargonic,-5.8125,-5.8125
Schism,-5.59375,-5.59375
Parton,-5.71875,-5.71875
Bywork,-5.6875,-5.6875
Runouts,-5.5,-5.5
Satrapy,-6.0625,-6.0625
Becrusts,-5.59375,-5.59375
Boerhavia,-6.3125,-6.3125
Trackhound,-5.84375,-5.84375
Importuner,-5.46875,-5.46875
Lufberry,-5.9375,-5.9375
Alkoranic,-6.09375,-6.09375
Shivarees,-5.96875,-5.96875
Grouseward,-5.34375,-5.34375
Puddock,-5.59375,-5.59375
Weilang,-6.09375,-6.09375
Plethora,-5.625,-5.625
Hemifacial,-5.84375,-5.84375
Pontific,-5.59375,-5.59375
Caseolysis,-5.84375,-5.84375
Wholistic,-5.5,-5.5
Kurdish,-6.09375,-6.09375
Euphonism,-6.09375,-6.09375
Carthamus,-5.59375,-5.59375
Foresentence,-6.21875,-6.21875
Demesgnes,-5.96875,-5.96875
Wizardship,-5.96875,-5.96875
Glassblower,-5.59375,-5.59375
Caroba,-5.71875,-5.71875
Simlins,-5.59375,-5.59375
Whitefieldian,-5.71875,-5.71875
Bowerlike,-5.71875,-5.71875
Arabesquerie,-5.96875,-5.96875
Offset,-6.34375,-6.34375
Viewer,-5.96875,-5.96875
Diabasic,-5.875,-5.875
Transship,-5.8125,-5.8125
Homaloidal,-5.5,-5.5
Dearths,-5.71875,-5.71875
Benchers,-6.09375,-6.09375
Hippuritic,-5.71875,-5.71875
Dendrochirota,-5.96875,-5.96875
Schistosomus,-5.59375,-5.59375
Merton,-5.96875,-5.96875
Foreknow,-5.8125,-5.8125
Darters,-5.71875,-5.71875
Cephalom,-5.8125,-5.8125
Emulge,-5.625,-5.625
Lurers,-5.59375,-5.59375
Signalese,-5.96875,-5.96875
Pelves,-5.84375,-5.84375
Beauty,-5.375,-5.375
Inulase,-5.71875,-5.71875
Reintuitive,-5.96875,-5.96875
Pelagianizer,-5.46875,-5.46875
Dialysability,-6.09375,-6.09375
Prognosticates,-5.59375,-5.59375
Underjungle,-5.59375,-5.59375
Stormproof,-5.9375,-5.9375
Acinaciform,-6.09375,-6.09375
Samgarnebo,-5.9375,-5.9375
Estrogenicity,-5.71875,-5.71875
Hydroscopicity,-5.75,-5.75
Atlatl,-5.59375,-5.59375
Echoize,-5.96875,-5.96875
Monosporous,-5.625,-5.625
Dentoid,-5.71875,-5.71875
Nostrum,-5.71875,-5.71875
Emmove,-5.84375,-5.84375
Chapah,-5.84375,-5.84375
Nitrils,-5.8125,-5.8125
Philistinism,-5.59375,-5.59375
Triphyllous,-5.71875,-5.71875
Incommodity,-5.5,-5.5
Forsar,-5.59375,-5.59375
Passer,-5.71875,-5.71875
Surrejoin,-5.6875,-5.6875
Riffraff,-5.84375,-5.84375
Biplicate,-5.96875,-5.96875
Camlets,-5.9375,-5.9375
Zanies,-5.96875,-5.96875
Staumrels,-5.71875,-5.71875
Brulzie,-5.96875,-5.96875
Scalare,-6.1875,-6.1875
Missteers,-5.96875,-5.96875
Icefalls,-5.84375,-5.84375
Kthibh,-5.8125,-5.8125
Superessive,-5.8125,-5.8125
Stanzas,-6.09375,-6.09375
Ultravirus,-5.84375,-5.84375
Pedantic,-5.71875,-5.71875
Thumbnuts,-5.46875,-5.46875
Microtheos,-5.9375,-5.9375
Viburnic,-5.8125,-5.8125
Weaselfish,-5.8125,-5.8125
Infranatural,-5.8125,-5.8125
Rongeur,-5.59375,-5.59375
Novitial,-6.1875,-6.1875
Shakoes,-5.84375,-5.84375
Uranism,-5.96875,-5.96875
Strapwork,-5.96875,-5.96875
Microforms,-5.84375,-5.84375
Intermaxilla,-5.9375,-5.9375
Slammerkin,-5.25,-5.25
Ineffective,-5.71875,-5.71875
Hyaloids,-5.71875,-5.71875
Isomerase,-5.71875,-5.71875
Parthenogenic,-5.8125,-5.8125
Phosphates,-5.75,-5.75
Blennorrhagic,-5.71875,-5.71875
Upwrought,-5.625,-5.625
Kamansi,-5.625,-5.625
Chrysenic,-5.84375,-5.84375
Goldic,-5.84375,-5.84375
Teepee,-5.59375,-5.59375
Foxhound,-5.625,-5.625
Australorp,-5.84375,-5.84375
Polymathic,-6.09375,-6.09375
Sightless,-5.71875,-5.71875
Isopag,-5.71875,-5.71875
Triolein,-5.84375,-5.84375
Unelastic,-5.96875,-5.96875
Foredate,-5.84375,-5.84375
Stepladder,-5.5,-5.5
Lesses,-5.71875,-5.71875
Heracleidan,-5.59375,-5.59375
Dialkyl,-5.34375,-5.34375
Reencounters,-5.71875,-5.71875
Thrangity,-5.625,-5.625
Angioasthenia,-6.09375,-6.09375
Hysteromania,-6.34375,-6.34375
Sleepwaker,-5.59375,-5.59375
Alviducous,-5.96875,-5.96875
Elephas,-5.59375,-5.59375
Multipersonal,-5.875,-5.875
Shrift,-5.71875,-5.71875
Polydactylism,-6.09375,-6.09375
Stationery,-5.84375,-5.84375
Spinebone,-5.59375,-5.59375
Keyster,-5.6875,-5.6875
Tipcat,-5.625,-5.625
Abrege,-5.625,-5.625
Parentless,-5.71875,-5.71875
Retool,-5.84375,-5.84375
Jingoes,-5.96875,-5.96875
Nonhearer,-5.71875,-5.71875
Equality,-6.09375,-6.09375
Microgranitoid,-5.84375,-5.84375
Regilds,-5.8125,-5.8125
Vivipary,-5.71875,-5.71875
Joineries,-5.8125,-5.8125
Spiropentane,-5.96875,-5.96875
Eudemonia,-6.09375,-6.09375
Corvorant,-5.71875,-5.71875
Unschizoid,-5.71875,-5.71875
Usufructuary,-5.96875,-5.96875
Willowworm,-5.84375,-5.84375
Unintrusive,-5.71875,-5.71875
Sorrowproof,-5.96875,-5.96875
Unregenerative,-5.59375,-5.59375
Pleasers,-6.09375,-6.09375
Cheirosophy,-6.46875,-6.46875
Dorine,-5.71875,-5.71875
Desilvers,-5.8125,-5.8125
Swerve,-5.84375,-5.84375
Fluviatic,-5.8125,-5.8125
Diehard,-5.96875,-5.96875
Pirrauru,-5.59375,-5.59375
Auxiliar,-5.59375,-5.59375
Tirrit,-5.71875,-5.71875
Castellate,-5.9375,-5.9375
Cyclonite,-5.59375,-5.59375
Municipalism,-6.21875,-6.21875
Nonponderosity,-5.96875,-5.96875
Galactic,-5.8125,-5.8125
Hagship,-5.8125,-5.8125
Squirter,-5.46875,-5.46875
Supersex,-5.46875,-5.46875
Inhauls,-6.09375,-6.09375
Flounder,-5.59375,-5.59375
Goddam,-5.84375,-5.84375
Spadewise,-5.9375,-5.9375
Esophagospasm,-5.96875,-5.96875
Nonexcessive,-5.8125,-5.8125
Cycadaceae,-5.46875,-5.46875
Modester,-5.9375,-5.9375
Beyerite,-6.09375,-6.09375
Beneficience,-5.6875,-5.6875
Migrants,-5.71875,-5.71875
Viscidize,-5.84375,-5.84375
Analogon,-6.0625,-6.0625
Duplify,-5.8125,-5.8125
Turboelectric,-6.1875,-6.1875
Evangelistship,-5.75,-5.75
Singers,-5.96875,-5.96875
Adipogenous,-5.6875,-5.6875
Toxicopathic,-5.96875,-5.96875
Atmospherical,-5.96875,-5.96875
Downplays,-5.9375,-5.9375
Inscrutability,-5.84375,-5.84375
Counterpoison,-5.625,-5.625
Masaridinae,-6.09375,-6.09375
Falderals,-5.96875,-5.96875
Powderizer,-5.625,-5.625
Tmesis,-5.5,-5.5
Overcerebral,-5.84375,-5.84375
Agathodaemonic,-5.84375,-5.84375
Meditatist,-5.71875,-5.71875
Bankrupcy,-5.96875,-5.96875
Nigranilin,-5.84375,-5.84375
Foemanship,-5.96875,-5.96875
Superproduce,-5.5625,-5.5625
Clammish,-5.71875,-5.71875
Glyconean,-5.5,-5.5
Ceases,-5.71875,-5.71875
Nonspeaker,-5.71875,-5.71875
Synedrian,-5.625,-5.625
Whiffenpoof,-5.125,-5.125
Chrysler,-5.46875,-5.46875
Harbourless,-5.71875,-5.71875
Drouth,-5.34375,-5.34375
Unpromiscuous,-5.71875,-5.71875
Autotropic,-5.84375,-5.84375
Seventeen,-5.84375,-5.84375
Tenochtitlan,-5.84375,-5.84375
Officerism,-6.21875,-6.21875
Impurities,-5.59375,-5.59375
Fascines,-5.71875,-5.71875
Buccaneers,-5.84375,-5.84375
Jewbush,-5.59375,-5.59375
Buyers,-6.34375,-6.34375
Peaceful,-6.09375,-6.09375
Ebonises,-5.71875,-5.71875
Daemonurgist,-5.34375,-5.34375
Jamber,-5.8125,-5.8125
Midribs,-5.84375,-5.84375
Granulitize,-5.96875,-5.96875
Picnicky,-5.375,-5.375
Extravasate,-5.59375,-5.59375
Isochron,-5.9375,-5.9375
Footrace,-5.96875,-5.96875
Boffolas,-5.96875,-5.96875
Perithelia,-5.71875,-5.71875
Standardise,-5.84375,-5.84375
Superdanger,-5.46875,-5.46875
Underrealize,-5.625,-5.625
Monkeyflower,-5.59375,-5.59375
Polytrichia,-5.59375,-5.59375
Nobilities,-5.6875,-5.6875
Plowhead,-5.59375,-5.59375
Apostatizes,-5.71875,-5.71875
Lalang,-5.96875,-5.96875
Coexerts,-5.84375,-5.84375
Headskin,-5.71875,-5.71875
Chatelains,-6.09375,-6.09375
Alditol,-5.59375,-5.59375
Istoke,-5.71875,-5.71875
Splenoma,-5.59375,-5.59375
Stannel,-5.8125,-5.8125
Stasidion,-5.84375,-5.84375
Aichmophobia,-5.96875,-5.96875
Ideogramic,-5.71875,-5.71875
Wharfless,-5.5,-5.5
Valvulitis,-5.71875,-5.71875
Unmysterious,-5.625,-5.625
Jacktar,-5.625,-5.625
Escherichia,-5.96875,-5.96875
Gallivant,-5.71875,-5.71875
Tarsals,-5.59375,-5.59375
Pyruloid,-5.59375,-5.59375
Eccritic,-5.71875,-5.71875
Gramophonic,-5.84375,-5.84375
Arbalester,-5.25,-5.25
Transude,-5.71875,-5.71875
Illucidate,-5.625,-5.625
Fullterm,-6.09375,-6.09375
Uphale,-5.59375,-5.59375
Pentastichous,-5.59375,-5.59375
Responsories,-6.09375,-6.09375
Praiseproof,-5.84375,-5.84375
Cacesthesis,-5.59375,-5.59375
Skreegh,-5.46875,-5.46875
Skellat,-5.34375,-5.34375
Lunkheads,-5.96875,-5.96875
Furlan,-6.21875,-6.21875
Nasciturus,-5.84375,-5.84375
Klesha,-5.84375,-5.84375
Vinylite,-5.96875,-5.96875
Interreceive,-5.84375,-5.84375
Snubbers,-5.6875,-5.6875
Podometry,-6.09375,-6.09375
Camelias,-6.0625,-6.0625
Cletch,-5.6875,-5.6875
Lamenesses,-5.71875,-5.71875
Baptisms,-6.09375,-6.09375
Salariego,-5.96875,-5.96875
Mezzos,-5.71875,-5.71875
Anticipate,-6.0625,-6.0625
Culmicolous,-5.84375,-5.84375
Protoveratrine,-5.96875,-5.96875
Bristler,-5.8125,-5.8125
Sarcostosis,-5.9375,-5.9375
Reflectionist,-5.46875,-5.46875
Proxemic,-5.6875,-5.6875
Disassociate,-5.71875,-5.71875
Overprotective,-5.59375,-5.59375
Huxter,-5.71875,-5.71875
Dejerator,-5.96875,-5.96875
Mommies,-6.09375,-6.09375
Retinite,-5.71875,-5.71875
Nearliest,-5.96875,-5.96875
Grotesco,-5.71875,-5.71875
Antorbital,-5.84375,-5.84375
Siegework,-5.6875,-5.6875
Oxyrhinous,-5.84375,-5.84375
Terbias,-5.59375,-5.59375
Multarticulate,-5.84375,-5.84375
Salvor,-5.8125,-5.8125
Menders,-5.96875,-5.96875
Cantos,-5.84375,-5.84375
Garnetwork,-5.9375,-5.9375
Tilmus,-5.59375,-5.59375
Synthesist,-5.25,-5.25
Chrysophilite,-5.96875,-5.96875
Firewarden,-5.71875,-5.71875
Scurrility,-5.59375,-5.59375
Leukon,-5.71875,-5.71875
Propaedeutics,-6.21875,-6.21875
Pythonical,-5.59375,-5.59375
Remittance,-5.84375,-5.84375
Proetid,-5.84375,-5.84375
Longhorn,-5.71875,-5.71875
Unordinate,-5.84375,-5.84375
Oilcloth,-5.8125,-5.8125
Pitchfield,-5.8125,-5.8125
Vesicule,-5.46875,-5.46875
Footback,-6.09375,-6.09375
Keratoplasty,-6.09375,-6.09375
Cytokinetic,-5.6875,-5.6875
Outfame,-5.625,-5.625
Hydatigenous,-5.84375,-5.84375
Hotelkeeper,-5.5,-5.5
Umpsteen,-5.59375,-5.59375
Jerreeds,-5.59375,-5.59375
Hypogyny,-5.84375,-5.84375
Kantians,-5.96875,-5.96875
Petechiae,-5.96875,-5.96875
Striola,-5.71875,-5.71875
Mountainette,-5.625,-5.625
Cellite,-5.84375,-5.84375
Mammitis,-5.84375,-5.84375
